
Query: measurement of dielectric constant of liquids by the use of microwave techniques
  1. 8172
  2. 5502
X 42. 10161
X 43. 7278
X 44. 6349
  45. 3882
  46. 6887
  47. 7571
X 48. 7284
X 49. 3851
  50. 7342
X 51. 424
X 52. 10487
X 53. 5474
  54. 3523
  55. 2311
X 56. 10490
  57. 155
X 58. 4077
X 59. 10042
X 60. 3394
X 61. 3972
X 62. 6890
X 63. 3852
X 64. 7475
X 65. 10336
  66. 6877
X 67. 7573
X 68. 11164
X 69. 2811
X 70. 3617
X 71. 6448
X 72. 1337
  73. 9697
X 74. 525
X 75. 3504
  76. 9951
X 77. 10626
X 78. 7569
  79. 5856
X 80. 1614
X 81. 5358
X 82. 8830
  83. 6350
X 84. 1617
  85. 4718
X 86. 9180
X 87. 10753
X 88. 3716
  89. 5988
X 90. 9801
X 91. 1351
X 92. 5976
X 93. 5233
X 94. 949
X 95. 421
X 96. 8238
X 97. 8521
X 98. 7376
X 99. 406
X 100. 4493
X 101. 5018
X 102. 7536
X 103. 9916
X 104. 5154
X 105. 11036
X 106. 2310
X 107. 9175
X 108. 5754
X 109. 5249
X 110. 7567
X 111. 7474
X 112. 2044
X 113. 3397
X 114. 3506
  115. 7281
X 116. 8664
X 117. 2757
X 118. 939
  119. 1852
  120. 9794
X 121. 5479
X 122. 6332
X 123. 5144
X 124. 5982
X 125. 10755
X 126. 9931
X 127. 9289
X 128. 8666
X 129. 3849
X 130. 6340
X 131. 1845
X 132. 3614
X 133. 3265
X 134. 1473
X 135. 4815
  136. 1317
X 137. 8241
X 138. 6166
X 139. 7374
X 140. 944
X 141. 6994
X 142. 1314
X 143. 5972
X 144. 9416
X 145. 5564
X 146. 10339
X 147. 5258
X 148. 3866
  149. 7084
X 150. 8210
X 151. 10484
X 152. 7377
X 153. 3974
X 154. 6500
X 155. 10377
X 156. 7899
X 157. 10121
X 158. 417
X 159. 1951
X 160. 1954
X 161. 11309
X 162. 11332
X 163. 7703
X 164. 9551
X 165. 2545
X 166. 3505
X 167. 4339
X 168. 5753
X 169. 5045
  170. 6955
X 171. 2708
X 172. 655
X 173. 9417
X 174. 4341
X 175. 6369
X 176. 8120
  177. 5480
X 178. 5857
X 179. 10756
X 180. 5980
  181. 7375
X 182. 9288
X 183. 8411
X 184. 1319
X 185. 1956
X 186. 9087
X 187. 11
  188. 6794
X 189. 11241
X 190. 7385
X 191. 3064
X 192. 7378
  193. 7370
X 194. 2314
  195. 3272
X 196. 8122
X 197. 8828
X 198. 9798
X 199. 10034
X 200. 10485
X 201. 6607
X 202. 2350
X 203. 2874
X 204. 3530
X 205. 9711
X 206. 3693
X 207. 9419
X 208. 9856
  209. 7290
X 210. 8820
X 211. 9431
X 212. 5560
X 213. 5977
X 214. 4612
X 215. 4613
X 216. 7473
X 217. 9942
X 218. 3615
X 219. 5359
X 220. 6698
X 221. 2689
X 222. 3151
X 223. 2942
X 224. 10469
  225. 4338
X 226. 6795
X 227. 4094
X 228. 8026
X 229. 9953
X 230. 7651
X 231. 943
X 232. 1856
X 233. 4833
X 234. 8006
X 235. 3417
X 236. 5250
X 237. 9767
X 238. 1356
X 239. 5862
X 240. 10784
X 241. 7177
X 242. 4538
X 243. 147
X 244. 1948
X 245. 11186
X 246. 9869
X 247. 7355
X 248. 1615
X 249. 2796
X 250. 7486
X 251. 3508
X 252. 6213
X 253. 8191
X 254. 7544
X 255. 5477
X 256. 4951
X 257. 7097
X 258. 1208
X 259. 1474
X 260. 6073
  261. 10338
X 262. 5557
X 263. 6253
X 264. 8340
X 265. 782
X 266. 3619
X 267. 3747
X 268. 7790
X 269. 4610
X 270. 5563
X 271. 8448
X 272. 11185
X 273. 1476
X 274. 7181
X 275. 1039
X 276. 4243
X 277. 9978
X 278. 6338
X 279. 7759
  280. 8563
X 281. 8380
X 282. 6631
  283. 9698
X 284. 7182
X 285. 7101
X 286. 9570
  287. 7702
X 288. 626
X 289. 8233
X 290. 3548
X 291. 6608
X 292. 9696
X 293. 4626
X 294. 10758
  295. 4424
X 296. 4074
X 297. 4828
X 298. 7574
X 299. 9555
X 300. 9949
X 301. 1703
X 302. 3697
X 303. 3876
X 304. 4103
X 305. 8005
X 306. 6759
X 307. 7340
X 308. 8107
X 309. 11136
X 310. 7149
X 311. 169
X 312. 504
X 313. 1183
X 314. 2794
X 315. 5899
X 316. 7803
X 317. 6081
X 318. 8128
X 319. 5864
X 320. 4135
X 321. 4844
X 322. 6012
X 323. 7464
X 324. 1333
X 325. 1384
X 326. 7245
X 327. 6279
X 328. 8598
X 329. 3184
X 330. 6078
X 331. 3510
X 332. 4340
X 333. 1939
X 334. 5242
X 335. 6010
X 336. 10192
X 337. 1072
X 338. 7570
X 339. 10045
X 340. 407
X 341. 5974
X 342. 9947
X 343. 2826
X 344. 7205
X 345. 4933
X 346. 6524
X 347. 9933
X 348. 7973
X 349. 7581
X 350. 7723
X 351. 1167
X 352. 5269
X 353. 7088
X 354. 7341
X 355. 7543
X 356. 7697
X 357. 7891
X 358. 2783
X 359. 7467
X 360. 8672
X 361. 9561
X 362. 10628
X 363. 6776
X 364. 7797
X 365. 7838
X 366. 7288
X 367. 413
X 368. 5935
X 369. 3620
X 370. 6158
  371. 6782
X 372. 6970
X 373. 9611
X 374. 5619
X 375. 6797
X 376. 7188
X 377. 7653
X 378. 7186
  379. 6974
X 380. 7814
X 381. 7908
X 382. 1347
X 383. 6225
X 384. 9868
X 385. 254
X 386. 2307
X 387. 4332
X 388. 5852
X 389. 7081
X 390. 7274
X 391. 11032
X 392. 709
X 393. 6111
X 394. 8642
X 395. 3518
X 396. 6314
X 397. 6347
X 398. 6787
X 399. 1902
X 400. 2889
X 401. 4114
X 402. 4223
X 403. 10324
X 404. 11059
X 405. 8127
X 406. 9591
X 407. 10569
X 408. 10725
X 409. 8329
X 410. 2315
X 411. 902
X 412. 4590
X 413. 10489
X 414. 7711
X 415. 11310
X 416. 4336
X 417. 8121
X 418. 4344
X 419. 6663
X 420. 6838
X 421. 9792
X 422. 10019
X 423. 1452
X 424. 8857
X 425. 1630
X 426. 2450
X 427. 2696
X 428. 2790
X 429. 2816
X 430. 3492
X 431. 4347
X 432. 4442
X 433. 5447
X 434. 6436
X 435. 8019
  436. 653
X 437. 1313
X 438. 8197
X 439. 6381
X 440. 399
X 441. 1940
X 442. 2947
X 443. 4910
X 444. 5020
X 445. 6871
X 446. 7458
X 447. 7477
X 448. 7802
X 449. 8104
X 450. 8950
X 451. 8671
X 452. 9420
X 453. 11311
X 454. 3732
  455. 5660
X 456. 6709
X 457. 445
X 458. 607
X 459. 3309
X 460. 4961
X 461. 8486
X 462. 10090
X 463. 10636
X 464. 10875
X 465. 1471
X 466. 2183
X 467. 2804
X 468. 3179
X 469. 4461
X 470. 4631
X 471. 5822
X 472. 5973
X 473. 7463
X 474. 9189
X 475. 10173
X 476. 10492
X 477. 10888
X 478. 11183
X 479. 11193
X 480. 10486
X 481. 5855
X 482. 7534
X 483. 8049
X 484. 4203
X 485. 9716
X 486. 9833
X 487. 4179
X 488. 4731
X 489. 6861
X 490. 8155
X 491. 8468
X 492. 9165
X 493. 9524
X 494. 9528
X 495. 9563
X 496. 9922
X 497. 10333
X 498. 11206
X 499. 6088
X 500. 6254
X 501. 6864
X 502. 7720
X 503. 3737
X 504. 10174
X 505. 10629
X 506. 4337
X 507. 5664
X 508. 5975
X 509. 5981
X 510. 7087
X 511. 7898
X 512. 8550
X 513. 8668
X 514. 5709
X 515. 6634
X 516. 7687
X 517. 6449
X 518. 7357
X 519. 3966
X 520. 6358
X 521. 1061
X 522. 1455
X 523. 4298
X 524. 4822
X 525. 6579
X 526. 7071
X 527. 7256
X 528. 7661
X 529. 7681
X 530. 7801
X 531. 8537
X 532. 10054
X 533. 10483
X 534. 936
X 535. 1958
  536. 6530
X 537. 7373
X 538. 2308
X 539. 6072
X 540. 7173
X 541. 7280
X 542. 7695
X 543. 5594
X 544. 6462
X 545. 6924
X 546. 8250
X 547. 471
X 548. 2458
X 549. 3177
X 550. 4523
X 551. 8324
X 552. 8956
X 553. 9467
X 554. 9475
X 555. 9692
X 556. 9793
X 557. 9851
X 558. 11187
X 559. 157
X 560. 158
X 561. 941
X 562. 1068
X 563. 1069
X 564. 1316
X 565. 1612
X 566. 1730
X 567. 1854
X 568. 1952
X 569. 2692
X 570. 2955
X 571. 3365
X 572. 5964
X 573. 9548
X 574. 9799
X 575. 10340
X 576. 10378
X 577. 9678
X 578. 314
X 579. 363
X 580. 446
X 581. 740
X 582. 824
X 583. 2292
X 584. 2431
X 585. 3372
X 586. 3533
X 587. 5889
X 588. 6194
X 589. 6559
X 590. 6703
X 591. 6868
X 592. 10342
X 593. 11165
X 594. 1741
X 595. 2550
X 596. 3204
X 597. 3752
X 598. 4096
X 599. 4625
X 600. 5952
X 601. 6423
X 602. 6457
X 603. 6633
X 604. 8096
X 605. 8140
X 606. 10169
X 607. 4738
X 608. 7151
X 609. 7810
X 610. 7976
X 611. 3507
X 612. 4078
X 613. 5248
X 614. 7175
X 615. 7572
X 616. 9183
X 617. 1729
X 618. 6534
X 619. 6792
X 620. 7176
X 621. 9952
X 622. 397
X 623. 3496
X 624. 6083
X 625. 7993
X 626. 8556
X 627. 53
X 628. 1593
X 629. 2164
X 630. 2306
X 631. 3623
X 632. 4726
X 633. 5153
X 634. 5247
X 635. 7279
X 636. 9263
X 637. 9958
X 638. 10193
X 639. 10337
X 640. 7692
X 641. 649
X 642. 2196
X 643. 2197
X 644. 2691
X 645. 3395
X 646. 3736
X 647. 5859
X 648. 5861
X 649. 6087
X 650. 6532
X 651. 6791
X 652. 8829
X 653. 9950
X 654. 10038
X 655. 10175
X 656. 6984
X 657. 6860
X 658. 7831
X 659. 402
X 660. 790
X 661. 1059
X 662. 3346
X 663. 3642
X 664. 4550
X 665. 5571
X 666. 6676
X 667. 7819
X 668. 8243
X 669. 8342
X 670. 8608
X 671. 9520
X 672. 9659
X 673. 9962
X 674. 11028
X 675. 530
X 676. 976
X 677. 1491
X 678. 1746
X 679. 1962
X 680. 2720
X 681. 2982
X 682. 3022
X 683. 3156
X 684. 3723
X 685. 4591
X 686. 4916
X 687. 5057
X 688. 7250
X 689. 9259
X 690. 9507
X 691. 9510
X 692. 68
X 693. 546
X 694. 630
X 695. 1285
X 696. 1667
X 697. 1959
X 698. 3610
X 699. 6844
X 700. 7779
X 701. 9434
X 702. 10353
X 703. 11303
X 704. 146
X 705. 428
X 706. 3002
X 707. 4082
X 708. 5748
X 709. 8236
X 710. 9184
X 711. 9686
X 712. 10854
X 713. 18
X 714. 20
X 715. 156
X 716. 784
X 717. 1070
X 718. 1732
X 719. 2806
X 720. 3152
X 721. 3419
X 722. 4938
X 723. 5157
X 724. 5661
X 725. 5752
X 726. 5984
X 727. 6351
X 728. 7199
X 729. 8123
X 730. 8667
X 731. 8957
X 732. 9421
X 733. 9800
  734. 10043
X 735. 10172
X 736. 11313
X 737. 8060
X 738. 8240
X 739. 9547
X 740. 5683
X 741. 19
X 742. 1947
X 743. 3273
X 744. 3502
X 745. 5978
X 746. 8670
X 747. 323
X 748. 843
X 749. 2661
X 750. 4109
X 751. 5119
X 752. 5205
X 753. 5665
X 754. 6899
X 755. 8653
X 756. 9022
X 757. 9425
X 758. 1731
X 759. 2954
X 760. 3150
X 761. 3848
X 762. 4079
X 763. 5858
X 764. 6625
X 765. 9550
X 766. 11312
X 767. 4536
X 768. 4537
X 769. 6352
X 770. 6793
X 771. 8449
X 772. 4930
X 773. 5
X 774. 505
X 775. 775
X 776. 1329
X 777. 1352
X 778. 1810
X 779. 3769
X 780. 3788
X 781. 4122
X 782. 4232
X 783. 4634
X 784. 4981
X 785. 5051
X 786. 6480
X 787. 6825
X 788. 7438
X 789. 7468
X 790. 7811
X 791. 8011
X 792. 8094
X 793. 8299
X 794. 8357
X 795. 8640
X 796. 9043
X 797. 10083
X 798. 9707
X 799. 1320
X 800. 1611
X 801. 1855
X 802. 2313
X 803. 2316
X 804. 4067
X 805. 4614
X 806. 6080
X 807. 6626
X 808. 6889
X 809. 8126
X 810. 9546
X 811. 10873
X 812. 1084
X 813. 1430
X 814. 1777
X 815. 1796
X 816. 2120
X 817. 2634
X 818. 3187
X 819. 3427
X 820. 3647
X 821. 3746
X 822. 3989
X 823. 4022
X 824. 4315
X 825. 4420
X 826. 4593
X 827. 4841
X 828. 5086
X 829. 5274
X 830. 5360
X 831. 5887
X 832. 6066
X 833. 6242
X 834. 6343
X 835. 6724
X 836. 7300
X 837. 7796
X 838. 8365
X 839. 8590
X 840. 8775
X 841. 8962
X 842. 9894
X 843. 10295
X 844. 10957
X 845. 11249
X 846. 11391
X 847. 7498
X 848. 9920
X 849. 159
X 850. 1613
X 851. 3398
X 852. 4615
X 853. 4724
X 854. 4947
X 855. 6622
X 856. 6986
X 857. 7179
X 858. 8209
X 859. 8331
X 860. 8447
X 861. 9423
X 862. 10044
X 863. 11039
X 864. 423
X 865. 2381
X 866. 3437
X 867. 5023
X 868. 5569
X 869. 6172
X 870. 6362
X 871. 6968
X 872. 7495
X 873. 7531
  874. 7690
X 875. 7714
X 876. 7786
X 877. 7981
X 878. 8544
X 879. 9675
X 880. 8843
X 881. 1318
X 882. 1953
X 883. 1955
X 884. 2444
X 885. 3271
X 886. 3973
X 887. 5043
X 888. 5663
X 889. 6975
X 890. 7900
X 891. 9181
X 892. 11308
X 893. 8844
X 894. 524
X 895. 1325
X 896. 4598
X 897. 4705
X 898. 7089
X 899. 7689
X 900. 8204
X 901. 8663
X 902. 9796
X 903. 10057
X 904. 6897
X 905. 1168
X 906. 6595
X 907. 6687
X 908. 6688
X 909. 7358
X 910. 9286
X 911. 11363
X 912. 4492
X 913. 5356
X 914. 5779
X 915. 6091
X 916. 10033
X 917. 77
X 918. 4693
  919. 5622
X 920. 6224
X 921. 6444
X 922. 6531
X 923. 7696
X 924. 7947
X 925. 9237
X 926. 9729
X 927. 10926
X 928. 11358
X 929. 5669
X 930. 7722
X 931. 9166
X 932. 9305
X 933. 5636
X 934. 2620
X 935. 3246
X 936. 4118
X 937. 7994
X 938. 10214
X 939. 9512
X 940. 2037
X 941. 5148
X 942. 5639
X 943. 5871
X 944. 6129
X 945. 6142
X 946. 6248
X 947. 6405
X 948. 6463
X 949. 6767
X 950. 7362
X 951. 7522
X 952. 7770
X 953. 7818
X 954. 9779
X 955. 422
X 956. 937
X 957. 1475
X 958. 1851
X 959. 1853
X 960. 2347
X 961. 2810
X 962. 3063
X 963. 3181
X 964. 3274
X 965. 3491
X 966. 5174
X 967. 5860
X 968. 6621
X 969. 7085
X 970. 8551
X 971. 8552
X 972. 9176
X 973. 10039
X 974. 10322
X 975. 10488
X 976. 10754
X 977. 11182
X 978. 11184
X 979. 1880
X 980. 2788
X 981. 454
X 982. 1684
X 983. 2770
X 984. 3543
X 985. 3571
X 986. 4521
X 987. 4874
X 988. 4926
X 989. 4936
X 990. 5267
X 991. 5489
X 992. 5920
X 993. 6074
X 994. 6286
X 995. 6617
X 996. 6651
X 997. 6658
X 998. 6978
X 999. 6991
X 1000. 7588
Average Precision: 0.30022017773596354

Query: voltage current relationships in networks of nonlinear elements connected in parallel
X 1. 4815
X 2. 3733
  3. 260
X 4. 6988
  5. 1848
X 6. 9853
X 7. 11189
  8. 10025
  9. 3065
  10. 6763
X 11. 6673
X 12. 10886
X 13. 2671
X 14. 2562
X 15. 3734
X 16. 1160
  17. 417
X 18. 8326
X 19. 3388
X 20. 5152
  21. 8245
X 22. 8025
X 23. 7695
X 24. 3392
X 25. 1869
  26. 2064
X 27. 8456
X 28. 5673
X 29. 4723
X 30. 7564
  31. 1304
X 32. 10466
  33. 9542
X 34. 4082
  35. 9790
X 36. 3955
  37. 1829
X 38. 7573
X 39. 1356
X 40. 9694
X 41. 3389
X 42. 9879
X 43. 6863
X 44. 664
X 45. 6604
  46. 3483
X 47. 5954
X 48. 6009
X 49. 4074
X 50. 32
X 51. 8340
X 52. 1472
  53. 8329
X 54. 5480
  55. 4821
X 56. 8603
X 57. 10347
X 58. 5729
X 59. 6973
X 60. 6627
X 61. 10372
X 62. 1476
X 63. 8001
X 64. 9886
X 65. 2438
  66. 4331
X 67. 8665
X 68. 8544
X 69. 4346
X 70. 6870
X 71. 6958
X 72. 2948
X 73. 9515
X 74. 5254
X 75. 8521
X 76. 9710
X 77. 7076
X 78. 4333
X 79. 3845
X 80. 9945
  81. 5863
X 82. 9547
X 83. 5142
X 84. 2561
X 85. 1096
X 86. 6118
X 87. 10896
X 88. 7556
X 89. 10752
X 90. 6781
X 91. 3608
X 92. 1723
X 93. 3255
X 94. 8118
X 95. 9797
X 96. 6771
X 97. 6463
X 98. 4343
X 99. 10743
X 100. 7158
X 101. 5749
X 102. 7279
X 103. 9851
X 104. 2976
X 105. 5836
X 106. 9284
X 107. 3707
X 108. 5041
  109. 4930
X 110. 7348
X 111. 9923
X 112. 10217
  113. 7705
X 114. 3148
X 115. 6437
X 116. 8323
X 117. 9691
X 118. 1960
X 119. 7696
X 120. 2312
X 121. 5351
X 122. 11178
X 123. 4616
X 124. 7368
X 125. 6618
X 126. 6789
X 127. 4177
X 128. 4540
X 129. 6143
X 130. 7077
X 131. 1471
X 132. 8673
X 133. 4527
X 134. 7994
X 135. 9958
X 136. 3849
X 137. 3850
X 138. 8120
X 139. 5271
X 140. 2799
X 141. 8968
X 142. 5751
X 143. 6884
  144. 3276
X 145. 2097
X 146. 4741
X 147. 4194
X 148. 6977
X 149. 9801
X 150. 6688
X 151. 8049
X 152. 4621
X 153. 6895
X 154. 11036
X 155. 526
X 156. 10626
X 157. 10205
X 158. 8524
X 159. 7366
X 160. 2441
X 161. 9943
X 162. 9938
X 163. 162
X 164. 3246
X 165. 7765
X 166. 9921
X 167. 11293
X 168. 6983
X 169. 10384
X 170. 4328
X 171. 1939
X 172. 6875
X 173. 10736
X 174. 4101
X 175. 5367
X 176. 8458
X 177. 6761
X 178. 8666
X 179. 2676
X 180. 6980
X 181. 3732
X 182. 2211
X 183. 6984
X 184. 6970
X 185. 7469
X 186. 5976
X 187. 7559
X 188. 4628
X 189. 4834
X 190. 5957
X 191. 5031
X 192. 6529
X 193. 8327
X 194. 6865
X 195. 7574
X 196. 5660
X 197. 6787
X 198. 6809
X 199. 7262
X 200. 6044
  201. 3719
X 202. 9
X 203. 6600
X 204. 8564
X 205. 8711
X 206. 6144
X 207. 2573
X 208. 4941
X 209. 3936
X 210. 7385
X 211. 2791
X 212. 6257
X 213. 7719
  214. 8197
X 215. 7465
X 216. 6952
X 217. 2689
X 218. 3521
X 219. 9072
X 220. 9175
X 221. 9301
X 222. 9410
X 223. 9555
X 224. 1080
X 225. 4521
X 226. 6551
X 227. 4103
X 228. 7
X 229. 10781
X 230. 11310
X 231. 563
X 232. 5691
X 233. 9697
X 234. 7203
X 235. 8685
X 236. 10929
X 237. 9086
X 238. 7562
X 239. 2331
X 240. 1470
X 241. 7271
X 242. 10359
X 243. 528
X 244. 3522
X 245. 9860
X 246. 10024
X 247. 6630
X 248. 1313
X 249. 3602
X 250. 1828
  251. 7699
X 252. 8127
X 253. 8011
X 254. 4803
X 255. 8354
X 256. 273
X 257. 8403
X 258. 1714
X 259. 6439
X 260. 5953
X 261. 8444
X 262. 10202
X 263. 7678
X 264. 1636
X 265. 2448
X 266. 3044
X 267. 3269
X 268. 4061
X 269. 4546
X 270. 5361
X 271. 5761
X 272. 6545
X 273. 11050
X 274. 7995
X 275. 10902
X 276. 1769
X 277. 2039
X 278. 5424
X 279. 11166
X 280. 4940
X 281. 4473
X 282. 4536
X 283. 7514
X 284. 1752
X 285. 2306
X 286. 6069
X 287. 9553
X 288. 6972
X 289. 5586
X 290. 5267
X 291. 7870
X 292. 5658
X 293. 9858
X 294. 8241
X 295. 54
X 296. 2082
X 297. 6417
X 298. 6802
X 299. 4520
X 300. 6346
X 301. 7725
X 302. 1511
X 303. 1602
X 304. 2963
X 305. 6098
X 306. 6804
X 307. 7382
X 308. 6788
X 309. 3714
X 310. 3909
X 311. 7173
X 312. 7374
X 313. 8322
X 314. 7195
X 315. 5141
X 316. 1325
X 317. 3149
X 318. 5470
X 319. 6782
X 320. 9796
X 321. 9808
X 322. 5259
X 323. 10168
X 324. 5359
X 325. 7105
X 326. 8460
  327. 5849
X 328. 6192
X 329. 8335
X 330. 6161
X 331. 5533
X 332. 6496
X 333. 8013
X 334. 4197
X 335. 6152
X 336. 5506
X 337. 510
X 338. 636
X 339. 10392
X 340. 8132
X 341. 7070
X 342. 3715
X 343. 2820
X 344. 3287
X 345. 1060
X 346. 8242
X 347. 3370
X 348. 9928
X 349. 4593
X 350. 6950
X 351. 10786
X 352. 130
X 353. 132
X 354. 1358
X 355. 3043
  356. 3963
X 357. 4364
X 358. 5124
X 359. 6506
X 360. 6676
X 361. 8571
X 362. 10153
X 363. 4604
X 364. 6816
X 365. 484
X 366. 585
X 367. 612
X 368. 1128
X 369. 2810
X 370. 3339
X 371. 8577
X 372. 11007
X 373. 11414
X 374. 11425
X 375. 7793
X 376. 3261
X 377. 5512
X 378. 6645
X 379. 942
X 380. 2427
X 381. 3964
X 382. 8661
X 383. 10172
X 384. 6341
X 385. 5652
X 386. 7490
X 387. 8303
X 388. 258
X 389. 261
X 390. 1934
X 391. 3029
X 392. 3605
X 393. 4176
X 394. 5232
X 395. 6418
X 396. 7456
X 397. 7980
X 398. 11175
X 399. 4372
X 400. 10064
X 401. 9795
X 402. 781
X 403. 3217
X 404. 4952
X 405. 5433
X 406. 7873
X 407. 8430
X 408. 10333
X 409. 701
X 410. 5738
X 411. 7078
X 412. 7170
X 413. 10319
X 414. 7074
X 415. 6072
X 416. 5051
X 417. 5171
X 418. 5636
X 419. 7057
X 420. 5650
X 421. 6389
X 422. 10478
X 423. 1293
X 424. 2500
X 425. 3012
X 426. 6020
X 427. 7754
X 428. 9516
X 429. 11000
X 430. 9804
X 431. 6521
X 432. 6266
X 433. 7871
X 434. 8108
X 435. 9766
X 436. 5082
X 437. 7821
X 438. 9836
X 439. 5053
X 440. 7295
X 441. 4323
X 442. 522
X 443. 1192
X 444. 4449
X 445. 4627
X 446. 5585
X 447. 9285
X 448. 9409
X 449. 9541
X 450. 5514
X 451. 2067
X 452. 4623
X 453. 9782
X 454. 951
X 455. 3961
X 456. 4929
X 457. 5726
X 458. 7250
X 459. 7997
X 460. 8042
X 461. 9210
X 462. 530
X 463. 1991
X 464. 3755
X 465. 6420
  466. 6441
X 467. 6607
X 468. 7657
X 469. 6445
X 470. 4942
X 471. 8100
X 472. 7289
X 473. 8154
X 474. 279
X 475. 1070
X 476. 2924
X 477. 7371
X 478. 8122
X 479. 5150
X 480. 6093
X 481. 6898
X 482. 3485
X 483. 4424
X 484. 6085
X 485. 7566
X 486. 9700
X 487. 9794
X 488. 5493
X 489. 6370
X 490. 667
X 491. 745
X 492. 3683
X 493. 5298
X 494. 5537
X 495. 6015
X 496. 8152
X 497. 9825
X 498. 11073
X 499. 7453
X 500. 406
X 501. 5567
X 502. 5642
X 503. 5833
X 504. 5881
X 505. 10065
X 506. 6602
X 507. 6837
X 508. 1975
X 509. 9598
X 510. 7884
X 511. 34
X 512. 7503
X 513. 1459
X 514. 10751
X 515. 8103
X 516. 732
X 517. 1673
X 518. 2154
X 519. 4158
X 520. 10129
X 521. 708
X 522. 3900
X 523. 5356
X 524. 7163
X 525. 10149
X 526. 920
X 527. 6081
X 528. 6347
X 529. 10475
X 530. 2593
X 531. 3203
X 532. 3295
X 533. 3419
X 534. 3530
X 535. 3594
X 536. 4624
X 537. 5421
X 538. 5422
X 539. 5728
X 540. 6539
X 541. 6685
X 542. 6814
X 543. 6859
X 544. 7073
X 545. 7451
X 546. 8109
X 547. 8802
X 548. 9450
X 549. 9528
X 550. 9899
X 551. 11029
X 552. 11291
X 553. 5347
X 554. 7561
X 555. 6764
X 556. 8437
X 557. 8449
X 558. 4087
X 559. 5003
X 560. 8016
X 561. 663
X 562. 809
X 563. 5670
X 564. 6440
X 565. 1641
X 566. 1941
X 567. 2445
X 568. 2945
X 569. 4224
X 570. 4319
X 571. 9194
X 572. 2308
X 573. 3859
X 574. 8882
X 575. 3554
X 576. 6086
X 577. 9952
X 578. 2050
X 579. 10041
X 580. 6159
X 581. 1622
X 582. 7466
X 583. 4452
X 584. 7377
X 585. 7380
X 586. 6356
X 587. 7190
X 588. 7475
X 589. 7721
X 590. 8321
X 591. 9767
X 592. 1479
X 593. 2327
X 594. 6087
X 595. 7256
X 596. 8698
X 597. 8947
X 598. 9282
X 599. 10035
X 600. 10056
X 601. 5879
X 602. 6633
X 603. 10608
X 604. 10337
X 605. 305
X 606. 3472
X 607. 7547
X 608. 7585
X 609. 7656
X 610. 8352
X 611. 7668
X 612. 65
X 613. 3615
X 614. 7553
X 615. 2297
X 616. 6784
X 617. 7291
X 618. 8021
X 619. 2390
X 620. 3228
X 621. 4034
X 622. 7227
X 623. 9651
X 624. 10689
X 625. 928
X 626. 3858
X 627. 6359
X 628. 2049
X 629. 6427
X 630. 7197
X 631. 8330
X 632. 961
X 633. 4100
X 634. 4418
X 635. 4617
X 636. 4944
X 637. 5723
X 638. 5757
X 639. 6566
X 640. 6651
X 641. 6907
X 642. 7166
X 643. 7194
X 644. 7740
X 645. 7939
X 646. 8094
X 647. 8301
X 648. 9119
X 649. 9424
X 650. 9672
X 651. 9719
X 652. 9774
X 653. 9816
X 654. 9900
X 655. 5435
X 656. 6046
X 657. 6981
X 658. 8573
X 659. 280
X 660. 784
X 661. 933
X 662. 1076
X 663. 2450
X 664. 3647
X 665. 6540
X 666. 8496
X 667. 8949
X 668. 9702
X 669. 11331
X 670. 21
X 671. 10170
X 672. 9169
X 673. 11185
X 674. 7365
X 675. 10173
X 676. 3141
X 677. 7667
X 678. 8311
X 679. 4324
X 680. 8373
X 681. 9859
X 682. 5386
X 683. 5412
X 684. 5722
X 685. 5147
X 686. 7560
X 687. 7901
X 688. 9940
X 689. 6790
X 690. 6854
X 691. 275
X 692. 2950
X 693. 4440
X 694. 5247
X 695. 7691
X 696. 8324
X 697. 11303
X 698. 2711
X 699. 8440
X 700. 3394
X 701. 5649
X 702. 6350
X 703. 6792
X 704. 1489
X 705. 2480
X 706. 2604
X 707. 4413
  708. 5858
X 709. 7213
X 710. 7539
X 711. 7648
  712. 8435
X 713. 10730
X 714. 6332
X 715. 7809
X 716. 7111
X 717. 6605
X 718. 3620
X 719. 6158
X 720. 7089
X 721. 7700
X 722. 5697
X 723. 6013
X 724. 7934
X 725. 8032
X 726. 9427
X 727. 9895
X 728. 11358
X 729. 527
X 730. 1055
X 731. 1162
X 732. 8918
X 733. 9073
X 734. 10326
X 735. 3207
X 736. 9926
X 737. 6821
X 738. 1328
X 739. 3545
X 740. 4656
X 741. 5230
X 742. 5823
X 743. 6416
X 744. 6626
X 745. 7540
X 746. 8225
X 747. 8848
X 748. 2442
X 749. 5819
X 750. 7269
X 751. 6166
X 752. 3062
X 753. 5042
X 754. 10037
X 755. 11027
X 756. 7280
X 757. 1964
X 758. 3327
X 759. 11307
X 760. 11308
X 761. 3032
X 762. 7349
X 763. 10193
X 764. 1173
X 765. 8075
X 766. 1434
X 767. 1599
X 768. 2462
X 769. 3422
X 770. 5742
X 771. 9568
X 772. 10739
X 773. 11182
X 774. 416
X 775. 648
X 776. 787
X 777. 807
X 778. 3315
X 779. 3638
X 780. 4534
X 781. 6070
X 782. 7321
X 783. 8332
X 784. 8849
X 785. 9192
X 786. 9200
X 787. 7174
X 788. 2440
X 789. 11254
X 790. 6864
X 791. 7489
X 792. 8490
X 793. 5621
X 794. 10557
X 795. 423
X 796. 1467
X 797. 2814
X 798. 2934
X 799. 4215
X 800. 4373
X 801. 5019
  802. 5773
X 803. 7479
